Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,Risk
54,female,2,own,moderate,moderate,8221,7,car,good
42,male,2,free,little,little,12595,69,furniture,bad
55,female,1,rent,quite rich,little,4845,23,furniture,good
29,male,3,rent,quite rich,little,9172,58,car,good
40,male,2,own,nan,moderate,11285,9,radio/TV,good
70,female,1,rent,moderate,little,5838,32,car,good
59,male,1,rent,little,little,16959,8,domestic appliances,bad
39,male,3,own,quite rich,little,12371,40,domestic appliances,bad
38,female,1,free,moderate,little,19869,12,car,good
44,male,1,own,moderate,nan,9825,40,furniture,good
74,male,1,own,rich,rich,11723,42,radio/TV,good
48,female,1,own,nan,rich,16493,66,vacation/others,good
23,female,1,own,little,moderate,8996,60,car,good
44,male,3,rent,little,nan,11646,43,radio/TV,bad
57,female,2,own,moderate,moderate,15315,67,radio/TV,good
51,female,1,rent,moderate,little,1837,6,business,good
29,male,1,own,moderate,moderate,702,46,car,good
62,male,2,own,moderate,moderate,14144,28,education,good
74,female,0,rent,moderate,moderate,3324,58,car,bad
70,male,2,rent,little,rich,1362,39,car,good
24,female,2,own,moderate,moderate,16515,61,car,good
27,female,2,free,little,moderate,1324,22,radio/TV,good
62,male,1,rent,moderate,little,3774,62,business,good
34,male,1,own,nan,nan,8921,19,radio/TV,good
43,female,0,own,little,little,3568,5,car,bad
38,female,1,own,little,nan,3183,68,radio/TV,good
45,female,1,rent,little,moderate,4044,62,car,good
63,female,3,own,little,little,19077,51,vacation/others,bad
19,male,2,own,little,little,19146,6,furniture,bad
71,female,3,own,moderate,little,9615,29,radio/TV,good
60,male,2,own,moderate,rich,11503,17,furniture,good
18,male,0,rent,little,little,15917,27,radio/TV,bad
68,female,2,rent,quite rich,little,14059,38,vacation/others,bad
70,male,0,own,nan,little,18530,9,car,bad
53,male,1,own,little,little,15914,65,education,bad
68,female,1,own,rich,little,14547,39,business,bad
43,male,2,rent,little,moderate,6936,32,car,good
46,male,2,rent,little,nan,2544,16,education,good
38,female,0,own,moderate,rich,7652,11,radio/TV,good
28,female,0,own,little,rich,1605,18,car,good
57,female,0,own,little,moderate,1444,36,radio/TV,good
28,female,0,free,little,little,1748,19,radio/TV,bad
53,female,0,own,nan,little,3139,55,business,bad
66,female,2,own,little,little,765,37,car,bad
56,female,2,own,quite rich,little,7048,37,vacation/others,good
57,male,1,own,quite rich,little,1921,46,business,good
52,male,2,rent,little,rich,14521,64,radio/TV,good
71,female,1,own,little,moderate,19405,25,business,good
51,male,3,own,little,nan,5649,54,education,good
72,male,1,rent,little,little,3292,7,radio/TV,good
64,female,2,own,little,moderate,15920,52,furniture,bad
41,male,3,own,little,rich,943,42,vacation/others,good
71,female,2,own,little,little,6602,4,domestic appliances,bad
39,male,0,rent,little,little,13886,44,vacation/others,bad
22,female,2,own,moderate,rich,14535,53,car,bad
73,male,0,free,little,little,7111,20,business,bad
50,male,0,own,nan,nan,13287,11,domestic appliances,bad
53,male,0,own,little,little,7908,70,radio/TV,bad
64,female,3,rent,moderate,rich,12045,69,domestic appliances,good
37,male,3,rent,nan,little,15046,5,car,good
36,male,1,own,little,little,6447,20,car,good
52,female,1,free,moderate,little,4738,36,car,good
69,female,3,own,moderate,moderate,8685,57,car,good
60,male,1,rent,nan,little,3995,9,education,good
34,male,1,own,moderate,rich,6085,55,repairs,good
62,male,1,own,little,rich,7561,48,car,good
60,male,2,own,quite rich,little,3199,4,education,good
51,female,1,own,moderate,moderate,8732,54,radio/TV,good
26,male,2,own,little,little,5986,14,car,good
43,male,1,own,quite rich,little,8572,25,repairs,good
19,female,1,free,moderate,moderate,18048,37,vacation/others,good
70,male,1,own,little,little,12815,4,car,bad
26,male,0,own,rich,nan,6320,52,business,good
26,male,1,rent,little,little,4178,52,car,good
57,female,0,own,moderate,moderate,13950,45,radio/TV,bad
34,female,2,own,little,rich,15468,52,furniture,bad
18,male,1,own,rich,little,15668,16,car,bad
42,male,2,own,moderate,moderate,6115,71,education,good
60,female,3,free,moderate,little,8834,17,domestic appliances,good
57,male,2,own,nan,moderate,11615,39,business,good
59,male,3,own,little,moderate,18718,59,education,bad
42,female,1,own,little,little,15933,49,car,bad
56,female,0,own,moderate,moderate,15501,18,car,bad
52,female,3,own,moderate,little,10923,11,radio/TV,good
20,male,2,rent,moderate,moderate,10985,59,radio/TV,good
67,male,2,rent,moderate,nan,10001,14,education,good
54,male,2,rent,moderate,little,11495,26,furniture,good
61,male,2,own,little,little,3447,48,car,bad
61,female,0,own,rich,little,10794,30,car,bad
68,male,2,free,moderate,moderate,9857,34,domestic appliances,good
47,male,0,own,rich,little,11111,50,car,bad
55,female,1,free,nan,rich,17663,69,repairs,good
51,female,1,rent,little,little,14113,64,furniture,bad
29,male,1,free,moderate,little,1098,11,radio/TV,good
36,female,0,own,little,moderate,19631,68,car,bad
54,female,2,own,rich,little,5734,28,radio/TV,good
61,male,2,rent,quite rich,little,9772,20,domestic appliances,good
66,male,2,rent,little,little,17659,33,vacation/others,bad
34,male,1,own,nan,nan,11671,27,business,good
27,male,3,rent,moderate,little,15513,55,business,good
74,female,0,own,nan,little,1472,66,domestic appliances,bad
72,female,2,own,little,rich,8181,64,car,good
66,male,0,rent,rich,nan,11464,61,education,bad
64,male,1,own,moderate,moderate,19750,35,radio/TV,good
29,female,1,own,moderate,nan,12712,38,car,good
33,male,2,own,rich,rich,18202,19,car,good
41,male,0,own,moderate,little,17041,12,car,bad
36,male,1,own,moderate,little,14777,22,education,good
25,male,1,own,little,moderate,1358,43,radio/TV,good
48,female,1,own,rich,moderate,3153,43,car,good
38,male,2,rent,moderate,little,15925,49,radio/TV,good
34,female,1,free,rich,nan,13258,6,furniture,good
40,male,1,own,little,moderate,1321,29,car,good
54,male,0,own,little,rich,19851,8,repairs,bad
71,female,0,own,little,moderate,6680,30,car,bad
33,male,1,rent,quite rich,little,16102,47,radio/TV,bad
23,female,2,rent,little,nan,3605,41,radio/TV,bad
25,male,0,free,little,rich,626,44,radio/TV,bad
42,male,0,own,moderate,little,2101,61,car,bad
35,male,1,rent,little,rich,5090,32,furniture,good
42,male,1,own,nan,little,10708,54,car,good
29,male,1,free,moderate,moderate,4402,66,furniture,good
32,female,1,own,nan,little,4459,22,car,good
43,female,0,own,little,rich,6099,30,car,good
58,male,0,rent,little,moderate,15060,56,car,bad
62,male,2,rent,little,little,7485,48,radio/TV,good
43,female,2,own,quite rich,little,14380,14,education,good
64,female,2,own,little,little,14643,13,repairs,bad
49,male,1,own,little,moderate,18985,23,car,good
27,male,2,own,nan,little,19679,22,furniture,good
33,female,3,own,little,nan,11828,5,radio/TV,good
24,male,2,free,quite rich,nan,9541,43,vacation/others,good
34,female,1,own,quite rich,moderate,10792,21,furniture,good
40,male,1,rent,little,little,1897,5,car,good
43,female,1,rent,moderate,rich,19415,50,furniture,good
38,female,1,rent,moderate,rich,12097,52,furniture,good
39,male,1,free,little,little,8306,26,car,good
24,female,2,rent,little,little,14578,50,furniture,bad
31,male,2,own,rich,nan,15448,48,radio/TV,good
32,male,0,own,little,little,251,24,car,bad
70,male,0,own,moderate,nan,16310,50,business,bad
24,male,1,own,moderate,nan,15297,35,education,good
26,female,0,own,little,little,14526,22,radio/TV,bad
68,male,1,rent,nan,nan,18738,21,education,good
65,male,1,own,little,little,16121,27,furniture,bad
25,male,1,own,little,little,6405,50,car,good
67,male,3,free,moderate,little,8899,33,business,good
40,female,1,own,little,little,7741,24,business,good
46,male,1,own,moderate,little,5036,51,education,good
35,female,0,rent,nan,little,16195,69,car,bad
48,female,1,rent,little,little,8982,48,furniture,bad
47,female,0,own,little,little,11605,4,furniture,bad
69,male,2,rent,little,rich,18454,25,car,good
56,male,0,own,rich,moderate,19020,59,business,bad
52,male,1,own,little,rich,3692,43,car,good
35,male,2,own,little,little,8370,41,car,good
59,female,0,rent,moderate,little,13607,22,car,bad
56,female,1,own,moderate,little,16587,22,education,good
34,male,1,rent,little,little,17009,69,repairs,bad
31,male,2,own,nan,moderate,5405,50,radio/TV,good
48,male,1,rent,little,moderate,9978,61,domestic appliances,good
41,male,1,rent,moderate,little,16816,60,business,good
52,male,2,own,little,little,8011,51,business,good
61,male,1,own,rich,little,12184,48,car,bad
62,male,1,rent,little,rich,19933,31,furniture,bad
51,female,0,own,little,little,3126,63,education,bad
20,female,2,own,little,moderate,7466,8,furniture,good
54,female,2,own,nan,little,19493,21,education,good
60,female,3,own,little,nan,5293,40,car,good
57,male,3,own,little,little,2072,28,furniture,good
43,male,2,own,moderate,little,15425,41,education,good
72,male,2,rent,little,moderate,15442,4,car,good
40,male,2,own,quite rich,little,3242,43,business,good
61,male,1,own,quite rich,rich,4647,58,education,good
56,female,1,free,little,moderate,13261,42,furniture,bad
32,male,1,rent,moderate,moderate,1338,28,furniture,good
73,female,1,own,little,rich,1742,26,repairs,good
66,male,2,own,moderate,little,16266,46,education,bad
21,female,1,own,quite rich,rich,10861,51,radio/TV,good
46,male,1,own,moderate,little,15125,41,domestic appliances,good
39,female,1,free,little,rich,14155,27,furniture,good
42,male,2,rent,little,moderate,5846,8,car,good
30,male,2,free,rich,moderate,17987,63,car,good
35,male,1,rent,rich,little,18690,20,radio/TV,good
50,male,1,own,little,little,14747,40,vacation/others,bad
33,female,1,rent,little,moderate,1677,18,repairs,good
62,male,0,rent,nan,little,15320,69,radio/TV,bad
59,female,1,own,moderate,little,892,23,car,good
61,male,2,own,moderate,little,15226,33,domestic appliances,good
19,female,1,own,quite rich,moderate,5210,19,repairs,good
72,male,1,own,little,little,17547,47,car,bad
52,male,0,rent,moderate,nan,4119,62,domestic appliances,good
59,female,1,rent,rich,little,6490,7,furniture,good
51,male,0,free,little,little,16458,34,car,bad
47,male,1,rent,moderate,little,15075,29,repairs,good
72,female,1,rent,moderate,little,13058,44,car,bad
30,male,2,own,nan,rich,18959,5,car,good
30,female,1,own,little,little,9347,11,vacation/others,good
35,male,1,free,rich,little,1242,27,car,good
49,female,1,rent,little,nan,4841,43,radio/TV,good
49,female,2,rent,moderate,little,10812,28,repairs,good
52,female,0,own,little,little,9674,65,repairs,bad
56,female,2,rent,rich,little,1576,61,car,good
63,male,3,rent,little,little,14369,35,radio/TV,bad
69,male,1,own,rich,rich,4262,49,car,good
46,female,2,rent,moderate,nan,12364,29,car,good
66,male,2,own,rich,rich,2970,45,repairs,good
46,male,1,own,little,moderate,18424,10,furniture,good
70,male,2,rent,little,nan,17043,59,car,bad
61,female,1,own,moderate,rich,18288,50,radio/TV,good
74,male,1,own,moderate,little,5787,53,car,good
33,male,2,rent,little,little,5447,48,vacation/others,good
73,female,2,rent,moderate,moderate,1319,71,education,good
61,male,3,own,little,little,14349,47,furniture,bad
64,female,1,free,moderate,little,6301,28,furniture,good
74,female,1,own,little,moderate,19306,55,repairs,bad
27,female,1,free,little,little,7945,21,domestic appliances,good
47,male,0,rent,nan,moderate,6644,10,repairs,good
42,male,1,own,moderate,little,4801,25,radio/TV,good
56,female,1,own,quite rich,moderate,17574,7,domestic appliances,good
37,female,1,own,little,little,6365,32,radio/TV,good
22,female,1,own,little,little,7977,43,radio/TV,bad
18,female,1,rent,moderate,moderate,15357,55,radio/TV,bad
47,female,3,own,little,rich,2907,63,radio/TV,good
66,female,2,own,little,moderate,7377,44,radio/TV,good
20,male,0,rent,little,moderate,13414,18,car,bad
62,female,2,own,little,rich,11196,60,car,bad
31,female,2,own,little,little,11927,38,repairs,bad
73,female,2,own,rich,little,14870,22,radio/TV,good
47,male,1,rent,moderate,little,9102,24,repairs,good
67,male,1,rent,moderate,little,6179,16,education,good
21,male,2,rent,little,nan,3193,24,car,good
35,male,1,own,rich,moderate,555,29,car,good
54,female,3,own,little,moderate,3191,59,business,good
42,male,2,own,little,moderate,15100,34,car,good
65,female,3,own,little,rich,17082,33,car,good
18,female,1,own,moderate,little,15376,27,car,good
70,female,1,own,rich,moderate,3044,33,radio/TV,good
63,female,1,own,little,little,15162,29,car,bad
32,female,3,rent,nan,rich,17864,57,car,good
26,female,1,own,rich,rich,5748,24,education,good
32,male,1,own,little,nan,17115,26,vacation/others,good
66,male,1,free,little,little,16232,31,vacation/others,bad
74,male,1,own,nan,little,6667,26,domestic appliances,good
41,male,0,own,little,rich,6674,62,car,good
21,male,1,free,quite rich,rich,3318,56,car,good
29,female,2,free,nan,little,15994,56,car,good
54,male,0,own,quite rich,little,5303,37,radio/TV,bad
54,male,2,rent,quite rich,little,9602,71,business,good
60,male,2,own,rich,little,1442,15,radio/TV,good
23,female,2,rent,moderate,rich,4575,5,furniture,good
56,female,2,free,moderate,little,1767,28,repairs,good
73,female,1,own,little,moderate,2274,71,radio/TV,bad
63,male,1,rent,quite rich,little,14509,47,car,bad
41,male,2,rent,nan,little,17933,37,radio/TV,bad
28,male,1,own,moderate,little,3973,9,car,good
30,male,1,rent,moderate,moderate,14787,42,car,good
51,male,0,own,moderate,nan,11161,53,radio/TV,bad
42,female,2,own,rich,moderate,17719,27,education,good
24,male,1,free,little,moderate,19838,8,car,bad
69,female,1,own,moderate,little,10609,57,radio/TV,bad
21,male,0,own,nan,little,3109,57,business,bad
25,female,3,rent,little,little,9622,13,domestic appliances,good
37,female,1,free,nan,little,5658,9,radio/TV,good
46,female,2,rent,nan,moderate,14459,19,car,good
71,female,1,own,nan,little,15883,63,car,bad
70,male,2,own,moderate,little,10043,17,domestic appliances,bad
68,male,1,own,little,little,18909,36,car,bad
62,male,2,own,quite rich,little,394,43,business,good
63,female,1,free,little,nan,2458,43,furniture,good
27,male,1,rent,little,little,8730,12,furniture,good
60,male,2,own,nan,little,5721,70,radio/TV,good
51,male,2,own,moderate,moderate,783,51,car,good
74,male,2,free,little,little,6518,68,education,bad
43,female,2,rent,little,moderate,430,13,furniture,good
58,female,1,own,quite rich,nan,3282,9,radio/TV,good
66,male,3,rent,rich,little,15015,65,car,bad
20,male,0,own,moderate,little,11332,34,car,bad
73,male,2,rent,little,moderate,12907,9,car,good
23,female,1,rent,moderate,moderate,1179,37,furniture,good
22,female,1,rent,little,rich,8213,70,car,good
22,female,1,own,little,little,4764,65,car,bad
71,male,1,own,moderate,little,17597,15,business,bad
64,female,0,own,moderate,moderate,7170,41,furniture,bad
40,female,1,free,moderate,nan,19983,10,business,good
66,female,0,free,rich,rich,7634,67,domestic appliances,bad
26,female,1,rent,moderate,rich,3406,7,radio/TV,good
52,female,0,free,nan,little,3090,24,radio/TV,good
37,male,0,rent,rich,moderate,7754,39,radio/TV,good
66,male,0,own,moderate,little,18760,10,radio/TV,bad
59,male,1,rent,little,little,4148,38,radio/TV,good
52,male,2,own,rich,little,18393,52,radio/TV,good
67,female,3,own,nan,nan,1729,14,furniture,good
35,male,0,own,little,little,14874,27,repairs,bad
34,male,2,own,moderate,rich,7901,25,education,good
41,male,2,rent,little,little,17610,46,furniture,bad
20,female,1,own,little,moderate,3677,54,furniture,good
49,male,2,own,moderate,little,16714,52,radio/TV,good
52,female,1,rent,little,nan,7539,25,car,good
55,female,1,rent,little,moderate,4915,21,vacation/others,good
30,female,1,own,moderate,little,19493,47,radio/TV,good
73,male,0,own,rich,little,10098,35,business,bad
64,female,2,own,rich,moderate,1321,61,car,good
42,male,1,rent,nan,little,15518,59,radio/TV,good
26,male,1,rent,moderate,little,11154,12,furniture,good
21,male,1,own,moderate,moderate,19090,66,domestic appliances,bad
31,female,2,free,rich,moderate,9266,7,repairs,good
54,female,2,own,moderate,little,3334,41,radio/TV,good
51,male,2,own,little,moderate,18502,45,car,bad
28,female,1,own,little,moderate,4101,10,radio/TV,good
58,female,1,own,nan,nan,6617,45,car,good
73,female,1,free,little,rich,1237,63,radio/TV,bad
20,male,0,own,little,little,5733,23,radio/TV,bad
45,female,1,own,moderate,rich,8632,66,furniture,good
46,female,1,own,nan,little,7095,24,furniture,good
26,male,1,own,little,little,1273,8,radio/TV,good
20,female,3,own,moderate,little,13005,33,car,bad
42,male,2,own,little,rich,12565,66,car,bad
51,female,0,own,moderate,nan,7856,62,business,good
29,female,0,own,moderate,nan,3544,41,business,good
